Row Labels;Max of 1Uex;Max of 1Dex;Max of 3Uex;Max of 3Dex;Max of 7Uex;Max of 7Dex;Max of 1Uin;Max of 1Din;Max of 3Uin;Max of 3Din;Max of 7Uin;Max of 7Din
A_70_P062896;0;0;0;0;1;0;1;0;1;0;0;0
A_70_P062931;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P063011;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063101;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063301;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063321;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P063386;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063411;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063431;0;0;0;0;0;1;0;1;0;1;0;0
A_70_P063446;0;1;0;1;0;0;0;1;0;0;0;0
A_70_P063501;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P063516;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063656;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063701;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P063766;0;1;0;0;0;0;0;1;0;1;0;0
A_70_P063776;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P063836;0;0;0;0;0;0;1;0;1;0;1;0
A_70_P063921;1;0;1;0;0;0;0;0;1;0;0;0
A_70_P063941;1;0;0;0;1;0;1;0;0;0;0;0
A_70_P063971;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P063981;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P064046;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064091;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064101;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P064171;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064281;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064286;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P064301;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064376;0;0;0;1;0;1;0;0;0;0;0;1
A_70_P064391;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064406;1;0;1;0;0;0;1;0;0;0;0;0
A_70_P064431;1;0;0;0;0;0;1;0;1;0;0;0
A_70_P064546;0;1;0;0;0;0;0;1;0;1;0;0
A_70_P064581;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064586;0;0;1;0;1;0;1;0;0;0;0;0
A_70_P064666;1;0;0;0;0;0;0;0;0;1;0;1
A_70_P064776;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064876;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P064901;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P064921;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P064991;1;0;1;0;0;0;1;0;0;0;0;0
A_70_P065076;0;0;0;0;0;0;1;0;1;0;1;0
A_70_P065281;0;1;0;0;0;1;0;0;0;1;0;0
A_70_P065681;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P065766;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P065826;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P065851;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P065901;0;0;0;0;0;1;0;0;0;1;0;1
A_70_P065971;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P066011;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P066026;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P066061;0;0;0;0;0;1;0;1;0;1;0;0
A_70_P066251;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P066316;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P066371;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P066381;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P066386;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P066431;0;1;0;0;0;0;0;0;0;1;0;1
A_70_P066446;0;0;0;0;1;0;1;0;1;0;0;0
A_70_P066481;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P066706;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P066736;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P066791;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P066821;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P066921;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P066981;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P067076;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P067236;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P067306;0;1;0;0;0;0;0;1;0;0;1;0
A_70_P067381;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P067451;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P067461;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P067541;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P067621;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P067766;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P067951;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P068002;1;0;0;0;0;0;0;0;0;1;0;1
A_70_P068011;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P068012;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P068257;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P068301;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P068311;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P068481;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P068551;0;1;0;1;0;0;0;0;0;0;1;0
A_70_P068561;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P069041;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P069126;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P069306;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P069311;0;0;0;0;0;0;1;0;1;0;1;0
A_70_P069341;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P069361;1;0;1;0;0;0;0;0;0;1;0;0
A_70_P069671;0;0;0;0;1;0;0;1;0;1;0;0
A_70_P069846;1;0;1;0;0;0;1;0;0;0;0;0
A_70_P069866;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P069881;0;0;0;0;1;0;0;0;1;0;1;0
A_70_P070131;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P070301;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P070761;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P070821;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P071031;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P071041;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P071266;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P071271;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P071326;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P071386;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P071506;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P071511;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P071841;1;0;1;0;1;0;0;0;0;0;0;0
A_70_P071951;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P071966;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P072011;0;0;0;0;0;0;0;1;0;1;0;1
A_70_P072081;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P072086;0;1;0;0;0;1;0;0;0;1;0;0
A_70_P072181;0;1;0;1;0;1;0;0;0;0;0;0
A_70_P000001;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P000096;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P000116;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P000136;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P000166;0;1;0;0;0;0;0;0;0;0;1;0
A_70_P000211;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P000251;0;0;0;0;0;1;0;0;0;0;0;1
A_70_P000266;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P000356;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P000531;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P000536;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P000596;0;0;0;0;0;0;0;1;0;0;0;1
A_70_P000661;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P000681;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P000696;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P000911;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P000921;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P001046;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P001106;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P001111;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P001136;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P001211;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P001221;0;0;0;0;1;0;0;0;1;0;0;0
A_70_P001381;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P001386;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P001446;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P001447;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P001501;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P001527;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P001561;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P001711;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P001771;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P001841;0;0;0;0;0;0;1;0;0;0;1;0
A_70_P001936;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P002061;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P002101;0;1;0;0;0;0;0;0;0;0;0;1
A_70_P002121;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P002201;0;0;0;0;0;1;0;0;0;1;0;0
A_70_P002206;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P002341;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P002401;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P002451;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P002456;0;0;0;0;0;1;0;1;0;0;0;0
A_70_P002496;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P002561;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P002641;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P002656;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P002666;1;0;0;0;0;0;0;0;1;0;0;0
A_70_P002706;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P002707;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P002736;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P002766;0;0;0;0;0;0;0;1;0;0;0;1
A_70_P002812;0;0;0;0;1;0;1;0;0;0;0;0
A_70_P003126;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P003211;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P003231;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P003241;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P003256;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P003262;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P003381;0;0;0;0;1;0;1;0;0;0;0;0
A_70_P003481;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P003522;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P003626;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P003776;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P003831;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P003836;0;0;0;0;0;1;0;0;0;1;0;0
A_70_P003841;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P003856;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P003871;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P003991;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P004026;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P004141;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P004176;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P004261;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P004371;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P004381;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P004596;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P004601;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P004651;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P004666;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P004676;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P004751;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P004811;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P004906;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P004941;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P004986;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P005006;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P005056;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P005081;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P005101;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P005131;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P005171;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P005301;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P005336;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P005391;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P005436;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P005536;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P005571;0;0;0;0;1;0;0;0;0;0;0;1
A_70_P005631;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P005736;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P005786;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P005846;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P005851;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P005946;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P005981;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P006001;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P006016;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P006091;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P006136;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P006161;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P006211;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P006226;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P006246;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P006271;0;1;0;0;0;0;0;1;0;0;0;0
A_70_P006386;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P006401;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P006416;0;1;0;0;1;0;0;0;0;0;0;0
A_70_P006421;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P006426;0;1;0;0;0;0;0;0;1;0;0;0
A_70_P006486;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P006501;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P006526;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P006624;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P006651;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P006791;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P006866;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P006921;0;1;0;0;0;0;0;1;0;0;0;0
A_70_P006991;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P007051;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P007061;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P007201;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P007211;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P007241;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P007301;0;0;0;1;0;0;0;0;0;1;0;0
A_70_P007306;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P007556;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P007646;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P007686;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P007716;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P007816;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P007990;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P007991;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P008021;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P008081;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P008096;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P008166;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P008167;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P008196;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P008261;0;0;0;0;0;1;0;0;0;0;0;1
A_70_P008266;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P008286;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P008306;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P008341;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P008451;0;0;0;0;0;1;0;1;0;0;0;0
A_70_P008471;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P008656;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P008681;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P008751;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P008766;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P008886;0;0;0;0;0;1;0;0;0;1;0;0
A_70_P008906;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P008991;1;0;0;0;0;0;0;0;0;0;0;1
A_70_P009231;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P009241;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P009351;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P009471;0;0;1;0;0;0;1;0;0;0;0;0
A_70_P009526;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P009536;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P009541;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P009576;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P009621;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P009691;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P009801;0;0;0;0;1;0;0;0;0;1;0;0
A_70_P009821;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P009946;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P009981;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P009991;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P010071;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P010076;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P010106;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P010111;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P010481;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P010501;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P010531;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P010536;0;1;0;0;0;0;1;0;0;0;0;0
A_70_P010551;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P010646;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P010711;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P010741;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P010766;0;1;0;0;0;0;1;0;0;0;0;0
A_70_P010771;0;1;0;0;0;0;0;0;0;0;0;1
A_70_P010806;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P010826;0;1;0;0;0;0;0;0;0;0;0;1
A_70_P010836;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P010837;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P010856;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P010926;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P010936;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P011026;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P011071;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P011076;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P011126;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P011196;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P011201;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P011266;1;0;0;0;0;0;0;0;1;0;0;0
A_70_P011406;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P011536;0;0;0;0;1;0;0;0;0;0;1;0
A_70_P011601;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P011641;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P011706;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P011771;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P011921;0;0;0;1;0;0;0;0;0;1;0;0
A_70_P012056;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P012136;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P012151;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P012161;0;0;0;1;0;0;0;0;0;1;0;0
A_70_P012204;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P012216;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P012581;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P012586;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P012601;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P012666;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P012736;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P012761;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P012786;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P012866;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P013091;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P013131;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P013151;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P013306;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013486;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P013521;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P013536;0;0;0;0;0;0;0;0;1;0;1;0
A_70_P013551;0;0;0;0;1;0;1;0;0;0;0;0
A_70_P013601;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013621;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013681;0;0;0;0;1;0;0;0;1;0;0;0
A_70_P013691;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013736;0;0;0;0;1;0;0;0;0;0;1;0
A_70_P013751;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013926;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013936;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P013946;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P013976;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P014076;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P014081;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P014126;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P014166;0;0;0;0;1;0;1;0;0;0;0;0
A_70_P014291;0;0;0;0;0;0;0;1;0;0;0;1
A_70_P014376;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P014416;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P014466;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P014481;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P014551;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P014576;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P014726;0;0;0;0;1;0;0;0;0;0;0;1
A_70_P014841;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P015036;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P015146;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P015166;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P015366;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P015371;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P015416;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P015451;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P015466;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P015506;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P015626;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P015641;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P015651;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P015761;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P015776;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P015791;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P015851;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P015956;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P015976;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P016061;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P016171;1;0;0;0;1;0;0;0;0;0;0;0
A_70_P016246;0;0;0;0;0;1;0;0;0;1;0;0
A_70_P016251;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P016296;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P016396;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P016481;0;0;0;0;1;0;0;0;0;0;0;1
A_70_P016521;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P016522;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P016527;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P016556;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P016557;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P016681;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P016707;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P016781;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P016826;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P016847;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P016861;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P016891;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P016951;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P016952;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P016956;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P016986;0;0;0;1;0;1;0;0;0;0;0;0
A_70_P017021;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P017037;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P017041;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P017101;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P017111;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P017271;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P017316;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P017376;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P017501;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P017516;0;0;0;0;0;0;0;1;0;1;0;0
A_70_P017546;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P017596;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P017701;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P017761;1;0;0;0;0;0;1;0;0;0;0;0
A_70_P017801;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P017881;0;0;1;0;0;0;0;0;1;0;0;0
A_70_P017911;1;0;1;0;0;0;0;0;0;0;0;0
A_70_P017956;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P017971;0;1;0;0;0;0;0;0;0;0;0;1
A_70_P017991;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P018071;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P018091;1;0;1;0;0;0;0;0;0;0;0;0
